City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,81,28,5.84,scattered clouds
343,Tahoua,NE,14.8888,5.2692,80.01,58,94,12.48,overcast clouds
344,Udachnyy,RU,66.4167,112.4,59.45,87,100,16.06,overcast clouds
345,Homer,US,59.6425,-151.5483,62.49,71,0,5.75,clear sky
346,Gerede,TR,40.8008,32.1969,57.74,96,6,2.55,clear sky
347,Lake Charles,US,30.2131,-93.2044,89.82,65,40,11.5,scattered clouds
348,Buluang,PH,13.3068,123.3425,77.65,89,100,2.51,overcast clouds
349,Khandyga,RU,62.6667,135.6,69.26,71,51,3.56,broken clouds
350,Fairbanks,US,64.8378,-147.7164,61.3,91,100,1.01,overcast clouds
351,Leningradskiy,RU,69.3833,178.4167,50.31,63,46,5.53,scattered clouds
352,Half Moon Bay,US,37.4636,-122.4286,74.91,81,20,16.11,few clouds
353,Kaeo,NZ,-35.1,173.7833,50.32,97,27,3.8,scattered clouds
354,Burns Lake,CA,54.2331,-125.7533,82.92,31,1,8.5,clear sky
355,Talcahuano,CL,-36.7167,-73.1167,53.28,76,100,5.75,overcast clouds
356,San Jose,US,37.3394,-121.895,84.88,64,75,6.91,broken clouds
357,Port Blair,IN,11.6667,92.75,78.84,89,75,2.3,mist
358,Sao Filipe,CV,14.8961,-24.4956,75.78,78,55,5.57,broken clouds
359,Zaysan,KZ,47.4667,84.8667,63.61,50,7,6.02,clear sky
360,Kruisfontein,ZA,-34.0033,24.7314,46.06,80,2,7.65,clear sky
361,Saint Anthony,US,45.0205,-93.218,85.93,63,75,16.11,broken clouds
362,Paamiut,GL,61.994,-49.6678,46.33,82,64,4.76,broken clouds
363,Klaksvik,FO,62.2266,-6.589,50.72,85,35,11.79,scattered clouds
364,Aranos,NA,-24.1333,19.1167,53.02,33,38,14.94,scattered clouds
365,San Andres,CO,12.5847,-81.7006,87.82,70,75,12.66,broken clouds
366,Simplicio Mendes,BR,-7.8539,-41.9103,87.82,34,62,6.33,broken clouds
367,Kununurra,AU,-15.7667,128.7333,51.78,82,98,3.44,overcast clouds
368,Bonthe,SL,7.5264,-12.505,77.38,77,100,10.27,overcast clouds
369,Sulina,RO,45.1559,29.6536,69.21,82,82,5.26,broken clouds
370,Vanavara,RU,60.34,102.2797,58.53,94,20,0.87,few clouds
371,Upata,VE,8.0086,-62.3989,76.57,91,76,5.59,broken clouds
372,Okhotsk,RU,59.3833,143.3,57.74,91,100,6.73,overcast clouds
373,Houma,US,29.5958,-90.7195,90.97,51,16,10.49,few clouds
374,Namibe,AO,-15.1961,12.1522,58.3,80,6,11.05,clear sky
375,Suntar,RU,62.1444,117.6319,62.56,94,100,4.54,light rain
376,Shimoda,JP,34.6667,138.95,82.11,88,83,9.91,broken clouds
377,Krasnoarmeysk,RU,51.0239,45.6969,66.15,78,58,10.92,broken clouds
378,Nome,US,64.5011,-165.4064,58.15,88,100,9.22,overcast clouds
379,Agadez,NE,19.75,10.25,92.84,26,68,13.8,broken clouds
380,Sattahip,TH,12.6664,100.9007,82.98,94,75,2.3,light rain
381,Resende,BR,-22.4689,-44.4467,63.81,71,0,2.95,clear sky
382,Piracanjuba,BR,-17.3028,-49.0167,78.39,26,1,1.21,clear sky
383,Flin Flon,CA,54.7682,-101.865,66.81,52,79,7.34,broken clouds
384,Khani,GE,41.9563,42.9566,65.77,87,46,2.98,scattered clouds
385,Diphu,IN,25.8333,93.4333,73.35,99,100,0.92,overcast clouds
386,Coahuayana,MX,18.7333,-103.6833,90.82,54,44,7.45,scattered clouds
387,Quelimane,MZ,-17.8786,36.8883,67.86,86,4,5.77,clear sky
388,Marsh Harbour,BS,26.5412,-77.0636,84.47,66,33,12.62,scattered clouds
389,Mbigou,GA,-1.9005,11.906,65.64,84,9,3.29,clear sky
390,Mahon,ES,39.8885,4.2658,79.36,57,0,5.75,clear sky
391,Terra Nova,BR,-12.3667,-40.6667,73.27,51,16,5.5,few clouds
392,Serenje,ZM,-13.2325,30.2352,56.66,46,0,5.26,clear sky
393,Tiznit,MA,29.5833,-9.5,85.46,32,28,2.53,scattered clouds
394,Bereslavka,RU,48.6254,44.0449,70.57,53,9,8.21,clear sky
395,Ilulissat,GL,69.2167,-51.1,60.82,41,40,16.11,scattered clouds
396,Maragogi,BR,-9.0122,-35.2225,74.23,86,39,9.64,scattered clouds
397,Kasempa,ZM,-13.4584,25.8338,60.46,36,0,3.44,clear sky
398,Katras,IN,23.8,86.2833,84.4,69,98,2.89,overcast clouds
399,Camacha,PT,33.0833,-16.3333,67.42,78,40,12.66,scattered clouds
400,Skibbereen,IE,51.55,-9.2667,59.11,79,100,8.46,overcast clouds
401,Necochea,AR,-38.5473,-58.7368,54.7,74,96,6.85,overcast clouds
402,Kailua,US,21.4022,-157.7394,84.18,61,0,17.27,clear sky
403,Wadi Musa,JO,30.3222,35.4793,69.76,49,0,5.32,clear sky
404,Rockhampton,AU,-23.3833,150.5,58.89,94,75,6.91,broken clouds
405,Samarai,PG,-10.6167,150.6667,79.65,82,55,10.89,broken clouds
406,Inhambane,MZ,-23.865,35.3833,67.41,78,6,4.25,clear sky
407,Clarence Town,AU,-32.5833,151.7833,58.95,82,94,3.18,light rain
408,Santa Isabel,BR,-23.3156,-46.2214,67.71,64,0,4.23,clear sky
409,Kuala Terengganu,MY,5.3302,103.1408,78.78,86,92,4.59,overcast clouds
410,Lasa,IT,46.6166,10.7002,65.35,85,4,5.37,clear sky
411,Wanning,CN,18.8003,110.3967,80.51,84,6,4.79,clear sky
412,Progreso,MX,21.2833,-89.6667,95.11,70,76,17.67,broken clouds
413,Loandjili,CG,-4.7561,11.8578,70.86,89,0,8.23,clear sky
414,Rocha,UY,-34.4833,-54.3333,53.01,77,97,5.95,overcast clouds
415,Puerto Madero,MX,14.7208,-92.4215,88.0,79,40,8.05,scattered clouds
416,Biak,ID,-0.9131,122.8766,74.93,87,100,3.94,overcast clouds
417,Yining,CN,29.0361,114.5636,75.25,90,0,1.05,clear sky
418,Cap Malheureux,MU,-19.9842,57.6142,71.47,71,12,5.01,few clouds
419,Sioux Lookout,CA,50.1001,-91.917,69.67,79,100,5.14,light rain
420,Nantucket,US,41.2835,-70.0995,80.74,57,0,10.36,clear sky
421,Iralaya,HN,15.0,-83.2333,81.7,83,84,16.44,broken clouds
422,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,37,0,4.61,clear sky
423,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,92,100,17.27,overcast clouds
424,Novaya Zaimka,RU,56.4857,66.9241,60.42,97,30,8.28,scattered clouds
425,Broome,US,42.2506,-75.833,80.46,56,0,5.75,clear sky
426,Sandakan,MY,5.8402,118.1179,75.33,91,100,4.16,overcast clouds
427,Lagoa,PT,39.05,-27.9833,72.86,74,0,6.87,clear sky
428,Kavaratti,IN,10.5669,72.642,80.8,81,100,23.71,heavy intensity rain
429,Saurimo,AO,-9.6608,20.3916,66.97,27,0,4.83,clear sky
430,Palmer,US,42.1584,-72.3287,84.65,53,75,5.75,broken clouds
431,Victor Harbor,AU,-35.5667,138.6167,49.68,84,8,16.89,clear sky
432,Riyadh,SA,24.6877,46.7219,89.74,70,100,22.5,overcast clouds
433,Tuntum,BR,-5.2581,-44.6489,76.98,77,84,2.13,broken clouds
434,Matay,EG,28.419,30.7792,86.59,39,2,14.52,clear sky
435,Novyy Urengoy,RU,66.0833,76.6333,47.71,77,3,11.03,clear sky
436,Mahina,PF,-17.5065,-149.489,82.17,61,20,4.61,few clouds
437,Namwala,ZM,-15.7504,26.4384,62.19,27,3,5.59,clear sky
438,Troitskoye,RU,52.9821,84.6757,60.49,92,93,5.01,overcast clouds
439,Guimar,ES,28.3039,-16.4325,74.68,42,32,9.6,scattered clouds
440,Changji,CN,44.0167,87.3167,74.19,60,0,6.71,clear sky
441,Ayan,RU,56.45,138.1667,57.16,98,100,6.78,overcast clouds
442,Avera,US,33.194,-82.5271,94.51,22,4,10.87,clear sky
443,Sabla,NG,12.7525,4.7077,75.2,76,67,7.18,broken clouds
444,Luanda,AO,-8.8368,13.2343,67.05,94,96,11.16,overcast clouds
445,Maldonado,UY,-34.6667,-54.9167,56.23,80,100,3.98,overcast clouds
446,Nnewi,NG,6.0199,6.9148,72.34,94,100,7.25,light rain
447,Hasaki,JP,35.7333,140.8333,81.0,82,96,2.75,overcast clouds
448,Clyde River,CA,70.4692,-68.5914,39.43,87,40,8.05,scattered clouds
449,Fuerte Olimpo,PY,-21.0415,-57.8738,87.22,29,27,2.24,scattered clouds
450,Tecoanapa,MX,16.5167,-98.75,88.14,60,100,11.54,overcast clouds
451,Bulgan,MN,48.8125,103.5347,60.15,62,90,2.42,overcast clouds
452,Angoche,MZ,-16.2325,39.9086,71.44,80,4,2.98,clear sky
453,Bonfim,BR,3.0833,-59.95,84.65,66,34,3.15,scattered clouds
454,Zambezi,ZM,-13.5432,23.1047,59.92,27,0,4.83,clear sky
455,Tornio,FI,65.8481,24.1466,53.62,83,93,3.74,overcast clouds
456,Solnechnyy,RU,50.7214,136.6319,66.34,93,17,3.91,few clouds
457,Southbridge,US,42.0751,-72.0334,85.06,52,75,5.68,broken clouds
458,Dudinka,RU,69.4058,86.1778,43.63,68,87,17.34,overcast clouds
459,Morant Bay,JM,17.8815,-76.4093,92.71,67,23,13.65,few clouds
460,Conde,BR,-7.2597,-34.9075,76.46,88,40,8.05,scattered clouds
461,Goderich,CA,43.7501,-81.7165,74.91,58,5,4.56,clear sky
462,Manokwari,ID,-0.8667,134.0833,77.38,66,81,5.12,broken clouds
463,Fort Nelson,CA,58.8053,-122.7002,70.07,62,97,5.39,overcast clouds
464,Boliqueime,PT,37.1372,-8.1582,84.11,52,0,6.96,clear sky
465,Port Augusta,AU,-32.5,137.7667,42.76,85,0,5.88,clear sky
466,Yatou,CN,37.15,122.3833,76.1,98,96,11.68,light rain
467,Carndonagh,IE,55.25,-7.2667,48.72,86,12,2.01,few clouds
468,Ordynskoye,RU,54.3656,81.8994,62.73,87,98,1.03,overcast clouds
469,Naryan-Mar,RU,67.6713,53.087,61.81,86,86,11.79,overcast clouds
470,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.12,32,0,4.83,clear sky
471,Emirdag,TR,39.0197,31.15,70.7,63,0,4.52,clear sky
472,Uruzgan,AF,32.8333,66.0,78.91,27,19,6.24,few clouds
473,Pietarsaari,FI,63.65,22.6833,61.9,85,38,7.72,scattered clouds
474,Adre,TD,13.4667,22.2,75.85,77,100,5.84,light rain
475,Fukue,JP,32.6881,128.8419,82.6,83,16,35.72,few clouds
476,Tacuati,PY,-23.45,-56.5833,74.91,45,87,0.83,overcast clouds
477,Altayskoye,RU,51.9533,85.3325,62.94,80,100,6.49,light rain
478,Alyangula,AU,-13.8483,136.4192,69.55,87,92,5.44,overcast clouds
479,Tucurui,BR,-3.7661,-49.6725,83.53,66,48,2.19,light rain
480,Mongu,ZM,-15.2484,23.1274,60.73,25,1,3.74,clear sky
481,Yar-Sale,RU,66.8333,70.8333,47.71,82,15,7.65,few clouds
482,Yulara,AU,-25.2406,130.9889,48.11,43,59,9.24,broken clouds
483,Knyaze-Volkonskoye,RU,48.4642,135.4567,71.94,96,14,4.97,few clouds
484,Erdenet,MN,49.0333,104.0833,59.07,60,99,1.14,overcast clouds
485,Antofagasta,CL,-23.65,-70.4,58.28,81,57,8.3,broken clouds
486,Honjo,JP,36.2333,139.1833,78.67,80,44,4.63,scattered clouds
487,Buchanan,LR,5.8808,-10.0467,76.08,83,100,8.23,light rain
488,Douglas,US,41.3,-96.167,91.27,56,0,13.8,clear sky
489,Presidente Epitacio,BR,-21.7633,-52.1156,77.76,27,0,4.0,clear sky
490,Ouallam,NE,14.3188,2.0866,84.76,46,100,12.17,overcast clouds
491,Melito Di Porto Salvo,IT,37.9222,15.7714,82.74,65,0,8.05,clear sky
492,Turayf,SA,31.6725,38.6637,86.25,32,0,9.22,clear sky
493,Cairns,AU,-16.9167,145.7667,71.55,83,100,8.05,overcast clouds
494,Lithgow,AU,-33.4833,150.15,43.61,96,99,9.31,overcast clouds
495,Nerchinskiy Zavod,RU,51.3088,119.61,57.6,94,5,3.0,clear sky
496,Lubumbashi,CD,-11.6609,27.4794,62.35,43,0,4.43,clear sky
497,Kenai,US,60.5544,-151.2583,66.02,76,20,12.66,few clouds
498,Manadhoo,MV,5.7667,73.3833,77.0,91,100,33.15,light rain
499,Aparecida Do Taboado,BR,-20.0867,-51.0936,79.75,29,0,1.14,clear sky
500,Morondava,MG,-20.2833,44.2833,72.84,78,0,13.09,clear sky
501,Changying,CN,52.8733,123.3213,59.36,96,100,4.36,overcast clouds
502,Praxedis Guerrero,MX,31.3667,-106.0167,96.26,19,7,7.05,clear sky
503,Kita,ML,13.0349,-9.4895,77.86,79,79,3.71,broken clouds
504,Longyearbyen,SJ,78.2186,15.6401,51.64,76,0,13.8,clear sky
505,Abbeville,FR,50.1,1.8333,67.5,94,26,7.56,scattered clouds
506,South Lake Tahoe,US,38.9332,-119.9844,86.25,43,75,4.61,broken clouds
507,Ust-Tsilma,RU,65.441,52.1498,63.01,96,100,7.49,light rain
508,Huangchuan,CN,32.1272,115.0394,76.78,84,0,1.19,clear sky
509,Pidhorodne,UA,48.5753,35.1068,74.57,40,57,16.35,broken clouds
510,San Ramon,US,37.7799,-121.978,74.91,68,0,9.22,clear sky
511,Waupun,US,43.6333,-88.7296,82.51,67,11,12.57,few clouds
512,Kousseri,CM,12.0769,15.0306,81.99,65,100,4.79,light rain
513,Pangkalanbuun,ID,-2.6833,111.6167,72.48,96,100,2.08,light rain
514,Phonhong,LA,18.5007,102.4166,74.5,98,100,1.34,light rain
515,Olafsvik,IS,64.8945,-23.7142,48.45,68,100,12.73,overcast clouds
516,Outlook,CA,51.5001,-107.0513,80.24,38,25,6.35,scattered clouds
517,Cabra,ES,37.4725,-4.4421,84.76,32,0,6.46,clear sky
518,Yarada,IN,17.65,83.2667,80.92,83,40,4.61,thunderstorm
519,Saint-Laurent-Du-Var,FR,43.671,7.1761,81.79,46,0,6.91,clear sky
520,Dong Hoi,VN,17.4833,106.6,79.68,83,9,4.07,clear sky
521,Shunyi,CN,40.125,116.6453,76.95,100,0,2.24,clear sky
522,Bull Savanna,JM,17.8868,-77.5902,85.87,60,2,21.5,clear sky
523,Gijon,ES,43.5357,-5.6615,71.06,88,38,8.01,scattered clouds
524,Oriximina,BR,-1.7656,-55.8661,78.37,80,98,2.84,overcast clouds
525,Srednekolymsk,RU,67.45,153.6833,69.12,38,72,11.48,broken clouds
526,Kieta,PG,-6.2167,155.6333,79.88,84,23,5.84,light rain
527,Tanabe,JP,33.7333,135.3667,79.16,91,100,4.09,overcast clouds
528,Octeville,FR,49.6261,-1.6435,63.09,94,20,10.36,few clouds
529,Kavieng,PG,-2.5744,150.7967,81.66,79,97,14.18,light rain
530,Mogadishu,SO,2.0371,45.3438,76.1,85,16,16.8,few clouds
531,Lagos,NG,6.5833,3.75,75.58,84,100,8.57,overcast clouds
532,Scarborough,GB,54.2797,-0.4044,58.91,87,86,1.01,overcast clouds
533,Ranau,MY,5.9538,116.6641,69.78,98,100,0.76,overcast clouds
534,Atraulia,IN,26.3333,82.95,85.84,70,100,2.98,overcast clouds
535,Kozhevnikovo,RU,56.2589,83.9714,61.7,99,98,4.18,overcast clouds
536,Montepuez,MZ,-13.1256,38.9997,66.11,66,75,5.66,broken clouds
537,Akbarpur,IN,26.4167,82.55,84.63,75,99,3.56,overcast clouds
538,Danielskuil,ZA,-28.1887,23.5395,43.34,35,2,9.64,clear sky
539,Grindavik,IS,63.8424,-22.4338,51.75,76,75,12.66,broken clouds
540,Sortland,NO,68.6949,15.4162,57.16,90,90,4.56,overcast clouds
541,Bonavista,CA,48.6499,-53.1147,67.46,70,49,5.91,scattered clouds
542,Mikkeli,FI,61.6886,27.2723,57.31,94,0,2.3,clear sky
543,Coos Bay,US,43.3665,-124.2179,72.99,88,75,12.66,broken clouds
544,Ende,ID,-8.8432,121.6623,73.02,88,35,2.21,scattered clouds
545,Te Anau,NZ,-45.4167,167.7167,36.59,92,71,3.69,broken clouds
546,Sambava,MG,-14.2667,50.1667,67.39,90,23,9.75,light rain
547,Pitimbu,BR,-7.4706,-34.8086,77.59,83,99,12.97,overcast clouds
548,Mackenzie,CA,55.2999,-123.1698,77.22,61,75,11.5,broken clouds
549,Ranong,TH,9.9658,98.6348,79.38,88,100,8.57,moderate rain
550,Prince Rupert,CA,54.3161,-130.3201,60.89,94,100,6.91,mist
551,Kutum,SD,14.2,24.6667,69.75,73,100,5.73,light rain
552,Bamiantong,CN,44.9333,130.5333,71.01,96,85,3.06,overcast clouds
553,Canaries,ES,28.0,-15.5,68.4,78,20,29.93,few clouds
554,Mumford,GH,5.2618,-0.759,73.81,83,96,15.41,overcast clouds
555,Ibiruba,BR,-28.6275,-53.0897,57.25,76,36,2.21,scattered clouds
556,Suhbaatar,MN,50.2314,106.2078,60.26,79,0,0.45,clear sky
557,Rosetta,EG,31.4044,30.4164,78.89,78,1,12.86,clear sky
558,Mankera,PK,31.3866,71.4407,82.53,73,100,6.67,overcast clouds
559,Ginda,IN,30.6945,78.4932,64.98,88,85,2.53,overcast clouds
560,Portland,US,45.5234,-122.6762,99.99,35,40,5.01,scattered clouds
561,Tamluk,IN,22.3,87.9167,84.92,74,100,10.27,overcast clouds
562,Manitouwadge,CA,49.1215,-85.8403,72.93,63,52,10.42,broken clouds
563,Bardiyah,LY,31.7561,25.0865,78.17,87,0,13.96,clear sky
564,Zyryanka,RU,65.75,150.85,67.39,46,33,21.25,scattered clouds
565,Svetlogorsk,BY,52.6333,29.7333,63.82,70,99,9.89,overcast clouds
566,Lovozero,RU,68.005,35.0117,50.94,91,47,5.61,scattered clouds
567,Bubaque,GW,11.2833,-15.8333,79.72,78,96,15.68,overcast clouds
568,Biltine,TD,14.5333,20.9167,81.66,63,97,2.44,light rain
569,High Level,CA,58.5169,-117.136,69.91,49,40,10.36,scattered clouds
570,Nara,JP,34.6851,135.8049,82.49,67,95,1.01,overcast clouds
571,Urbana,US,40.1106,-88.2073,86.09,52,40,8.05,scattered clouds
572,Marsabit,KE,2.3284,37.9899,67.37,60,51,21.97,broken clouds
573,Sangueya,GN,10.7,-14.3667,74.88,91,95,4.36,overcast clouds
574,Sobolevo,RU,54.4299,31.8996,60.04,66,100,7.2,overcast clouds
575,Santa Cruz Cabralia,BR,-16.2781,-39.0247,71.83,100,75,3.44,broken clouds
576,Launceston,AU,-41.45,147.1667,47.84,93,100,19.57,light rain
577,Muswellbrook,AU,-32.2667,150.9,44.33,84,76,5.95,broken clouds
578,Inuvik,CA,68.3499,-133.7218,64.98,47,91,4.09,overcast clouds
579,Innisfail,AU,-17.5333,146.0333,67.69,94,98,6.13,overcast clouds
580,Kismayo,SO,-0.3582,42.5454,75.72,83,1,17.09,clear sky
581,Wanlaweyn,SO,2.6185,44.8938,74.59,83,15,12.3,few clouds
582,Silver City,US,32.7701,-108.2803,87.76,36,0,9.22,clear sky
583,Masyaf,SY,35.0653,36.3406,69.85,77,0,6.33,clear sky
584,Eenhana,NA,-17.4667,16.3333,60.31,31,5,8.16,clear sky
585,Garden City,US,42.3256,-83.331,88.05,45,40,10.36,scattered clouds
586,Alibag,IN,18.6411,72.8792,84.27,82,67,6.78,broken clouds
587,Dymer,UA,50.7865,30.3026,72.95,63,34,11.21,scattered clouds
588,Nyimba,ZM,-14.5566,30.8149,65.55,42,0,6.69,clear sky
589,Apatou,GF,5.155,-54.3472,77.58,96,85,3.24,overcast clouds
590,Hobyo,SO,5.3505,48.5268,75.81,85,0,27.11,clear sky
591,General Roca,AR,-39.0333,-67.5833,60.62,43,100,1.5,overcast clouds
592,Ekibastuz,KZ,51.6667,75.3667,64.08,81,100,10.89,overcast clouds
593,Taoudenni,ML,22.6783,-3.9836,99.3,22,70,10.47,broken clouds
594,San Policarpo,PH,12.1791,125.5072,80.47,83,100,6.24,overcast clouds
595,Marondera,ZW,-18.1853,31.5519,50.5,34,5,4.54,clear sky
596,Achacachi,BO,-16.05,-68.6833,55.62,43,2,8.95,clear sky
597,Caranavi,BO,-15.8167,-67.55,76.39,46,31,4.63,scattered clouds
598,Mangan,IN,27.5167,88.5333,76.21,95,100,1.03,overcast clouds
599,Mogzon,RU,51.7435,111.9606,53.19,95,59,3.67,broken clouds
600,Cedar Rapids,US,42.0083,-91.6441,85.21,61,40,16.11,scattered clouds
601,Baisha,CN,26.5222,110.9311,74.7,78,8,2.35,clear sky
602,Port Hardy,CA,50.6996,-127.4199,66.38,77,75,9.22,broken clouds
603,Lubango,AO,-14.9172,13.4925,52.0,70,2,4.03,clear sky
604,Lapeer,US,43.0514,-83.3188,86.95,26,40,9.22,scattered clouds
605,Bundaberg,AU,-24.85,152.35,59.29,98,75,6.91,broken clouds
606,Monte Alegre De Minas,BR,-18.8706,-48.8808,76.73,27,1,4.61,clear sky
607,Livingston,GB,55.9029,-3.5226,58.1,84,40,1.14,scattered clouds
608,Nelson Bay,AU,-32.7167,152.15,59.09,77,100,10.0,overcast clouds
609,Lincoln,US,40.8,-96.667,93.11,52,20,12.66,few clouds
610,Cayenne,GF,4.9333,-52.3333,86.04,1,40,8.05,scattered clouds
611,Nicoya,CR,10.1483,-85.452,86.9,66,94,8.7,overcast clouds
612,Zyryanovsk,KZ,49.7386,84.2719,57.54,92,71,0.25,broken clouds
613,Lowestoft,GB,52.4752,1.7516,64.65,88,74,10.38,broken clouds
614,Qostanay,KZ,53.1667,63.5833,59.29,88,20,4.47,few clouds
615,Huarmey,PE,-10.0681,-78.1522,66.33,74,14,11.07,few clouds
616,Jalpan,MX,21.2333,-99.4833,82.53,51,76,6.04,broken clouds
617,Leh,IN,34.1667,77.5833,62.08,51,30,4.5,scattered clouds
618,Birao,CF,10.2849,22.7882,72.37,91,100,6.02,overcast clouds
619,Anadyr,RU,64.75,177.4833,57.7,67,0,8.95,clear sky
620,Tuscaloosa,US,33.2098,-87.5692,91.22,56,0,9.22,clear sky
621,Jawhar,SO,2.7809,45.5005,73.99,84,10,11.79,clear sky
622,Haines Junction,CA,60.7522,-137.5108,65.43,56,96,3.38,overcast clouds
623,Labuan,MY,5.2767,115.2417,77.36,83,20,2.3,few clouds
624,Oxford,GB,51.7522,-1.256,73.18,63,40,9.22,scattered clouds
625,Hun,LY,29.1268,15.9477,85.68,30,0,11.07,clear sky
626,Kushmurun,KZ,52.4503,64.6311,63.64,82,20,6.69,few clouds
627,Patiya,BD,22.2931,91.9762,77.7,96,100,4.63,light rain
628,Mount Gambier,AU,-37.8333,140.7667,46.13,94,74,11.03,light rain
629,Kiunga,PG,-6.1219,141.2906,73.24,99,100,1.79,overcast clouds
630,Ozernovskiy,RU,51.5,156.5167,54.77,86,60,1.83,broken clouds
631,Bara,NG,10.3744,10.7288,75.36,85,90,7.65,overcast clouds
632,Pokhara,NP,28.2333,83.9833,72.43,94,100,1.41,light rain
633,Rio Gallegos,AR,-51.6226,-69.2181,42.85,61,0,9.22,clear sky
634,Abu Samrah,SY,35.3029,37.1841,78.01,53,0,8.14,clear sky
635,Mitu,CO,1.1983,-70.1733,80.28,92,43,0.85,scattered clouds
636,Catamarca,AR,-28.4696,-65.7852,72.77,31,0,1.99,clear sky
637,Garlasco,IT,45.1974,8.9238,82.33,66,1,1.79,clear sky
638,Palma Campania,IT,40.8649,14.5487,82.69,52,0,5.12,clear sky
639,Itaituba,BR,-4.2761,-55.9836,87.96,66,20,3.44,few clouds
640,Maceio,BR,-9.6658,-35.7353,78.24,83,20,9.22,few clouds
641,Kaputa,ZM,-8.4689,29.6619,71.58,48,1,1.34,clear sky
642,Vestmannaeyjar,IS,63.4427,-20.2734,51.12,73,52,18.34,broken clouds
643,New Glasgow,CA,45.5834,-62.6486,74.98,54,0,5.28,clear sky
644,Atambua,ID,-9.1061,124.8925,69.87,90,61,4.09,broken clouds
645,Wajima,JP,37.4,136.9,82.38,76,100,4.43,overcast clouds
646,Beringovskiy,RU,63.05,179.3167,50.77,65,89,3.89,overcast clouds
647,Labelle,US,26.7617,-81.4384,95.07,53,67,8.79,broken clouds
648,Sola,VU,-13.8833,167.55,79.45,79,75,18.45,broken clouds
649,Havoysund,NO,70.9963,24.6622,55.63,84,5,8.61,clear sky
650,Kamenka,RU,51.3223,42.7678,66.83,57,80,10.45,broken clouds
651,Veinticinco De Mayo,AR,-35.4323,-60.1727,63.99,55,0,1.99,clear sky
652,Carnduff,CA,49.1667,-101.8009,72.37,51,27,9.89,scattered clouds
653,Sabha,LY,27.0377,14.4283,87.19,15,0,10.96,clear sky
654,Dzerzhinskoye,RU,56.8344,95.2283,61.09,95,49,3.74,scattered clouds
655,Tarabuco,BO,-19.1667,-64.9167,62.42,37,0,13.29,clear sky
656,Dano,BF,11.15,-3.0667,78.21,79,96,7.18,light rain
657,Gazipur,BD,23.9981,90.423,82.36,74,75,3.44,haze
658,Khoy,IR,38.5504,44.9535,77.85,43,54,4.25,broken clouds
659,Awjilah,LY,29.1081,21.2869,82.9,50,0,17.56,clear sky
660,Talalayivka,UA,50.9578,31.9209,64.56,68,64,8.19,broken clouds
661,Sur,OM,22.5667,59.5289,86.99,64,41,11.43,scattered clouds
662,Atar,MR,20.5169,-13.0499,94.24,38,0,12.35,clear sky
663,Riohacha,CO,11.5444,-72.9072,91.6,50,5,17.94,clear sky
664,Minab,IR,27.1467,57.0801,89.58,69,100,4.5,overcast clouds
665,Dwarka,IN,22.2394,68.9678,80.4,83,67,19.91,broken clouds
666,Pedernales,DO,18.0384,-71.744,92.91,45,62,20.2,broken clouds
667,Adrar,MR,20.5022,-10.0711,96.96,28,2,9.04,clear sky
668,Mackay,AU,-21.15,149.2,59.68,81,86,8.21,overcast clouds
669,Nueva Gerona,CU,21.8833,-82.8,86.36,62,5,11.9,clear sky
670,Ibra,OM,22.6906,58.5334,83.93,59,67,7.9,broken clouds
671,Daru,PG,-9.0763,143.2092,76.3,93,48,9.93,scattered clouds
672,Omis,HR,43.4447,16.6886,78.73,50,0,9.69,clear sky
673,Rognan,NO,67.0953,15.3878,56.88,48,94,2.1,overcast clouds
674,Ushtobe,KZ,45.2514,77.9838,67.69,48,11,3.78,few clouds
675,Stryn,NO,61.9045,6.7226,57.15,96,98,6.51,overcast clouds
676,Camapua,BR,-19.5314,-54.0439,81.16,26,0,2.84,clear sky
677,Chernyshkovskiy,RU,48.4219,42.2308,74.57,64,0,11.5,clear sky
678,Kontagora,NG,10.3999,5.4695,72.81,87,87,3.02,overcast clouds
