City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
552,Bamiantong,CN,71.01,overcast clouds,44.9333,130.5333,Dehuiyuan Leisure Resort
553,Canaries,ES,68.4,few clouds,28.0,-15.5,Villa del Monte
554,Mumford,GH,73.81,overcast clouds,5.2618,-0.759,Spanish Villa
557,Rosetta,EG,78.89,clear sky,31.4044,30.4164,Green Valley
558,Mankera,PK,82.53,overcast clouds,31.3866,71.4407,Haider Wood Supplier
559,Ginda,IN,64.98,overcast clouds,30.6945,78.4932,Sunil Bisht
561,Tamluk,IN,84.92,overcast clouds,22.3,87.9167,Green Valley Resort
562,Manitouwadge,CA,72.93,broken clouds,49.1215,-85.8403,Select Inn
563,Bardiyah,LY,78.17,clear sky,31.7561,25.0865,بورتو بردية
564,Zyryanka,RU,67.39,scattered clouds,65.75,150.85,
567,Bubaque,GW,79.72,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
568,Biltine,TD,81.66,light rain,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
569,High Level,CA,69.91,scattered clouds,58.5169,-117.136,Days Inn by Wyndham High Level
570,Nara,JP,82.49,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
571,Urbana,US,86.09,scattered clouds,40.1106,-88.2073,Hilton Garden Inn Champaign/ Urbana
572,Marsabit,KE,67.37,broken clouds,2.3284,37.9899,Chicho Hotel
573,Sangueya,GN,74.88,overcast clouds,10.7,-14.3667,
575,Santa Cruz Cabralia,BR,71.83,broken clouds,-16.2781,-39.0247,Puerto Princesa Inn
578,Inuvik,CA,64.98,overcast clouds,68.3499,-133.7218,Nova Inn Inuvik
579,Innisfail,AU,67.69,overcast clouds,-17.5333,146.0333,Moondarra Motel
580,Kismayo,SO,75.72,clear sky,-0.3582,42.5454,Agan-Hotel
581,Wanlaweyn,SO,74.59,few clouds,2.6185,44.8938,GAASHAAN HOME
582,Silver City,US,87.76,clear sky,32.7701,-108.2803,Copper Manor Motel
583,Masyaf,SY,69.85,clear sky,35.0653,36.3406,شاطئ مايو
586,Alibag,IN,84.27,broken clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
587,Dymer,UA,72.95,scattered clouds,50.7865,30.3026,Express Hostel
588,Nyimba,ZM,65.55,clear sky,-14.5566,30.8149,Dali Dali Lodge
589,Apatou,GF,77.58,overcast clouds,5.155,-54.3472,Yoto quensha
590,Hobyo,SO,75.81,clear sky,5.3505,48.5268,Iftin hotel hobyo
592,Ekibastuz,KZ,64.08,overcast clouds,51.6667,75.3667,
594,San Policarpo,PH,80.47,overcast clouds,12.1791,125.5072,Agapita M. Nicart
597,Caranavi,BO,76.39,scattered clouds,-15.8167,-67.55,Hotel LANDIVAR
598,Mangan,IN,76.21,overcast clouds,27.5167,88.5333,Hotel Mout View
600,Cedar Rapids,US,85.21,scattered clouds,42.0083,-91.6441,DoubleTree by Hilton Hotel Cedar Rapids Convention Complex
601,Baisha,CN,74.7,clear sky,26.5222,110.9311,Xiangcun Old Place Hotel
602,Port Hardy,CA,66.38,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
604,Lapeer,US,86.95,scattered clouds,43.0514,-83.3188,"Holiday Inn Express Lapeer, an IHG Hotel"
606,Monte Alegre De Minas,BR,76.73,clear sky,-18.8706,-48.8808,Hotel Via Hotel
610,Cayenne,GF,86.04,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
611,Nicoya,CR,86.9,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
613,Lowestoft,GB,64.65,broken clouds,52.4752,1.7516,Premier Inn Lowestoft hotel
615,Huarmey,PE,66.33,few clouds,-10.0681,-78.1522,Hotel Miramar
616,Jalpan,MX,82.53,broken clouds,21.2333,-99.4833,Hotel Mision Jalpan
618,Birao,CF,72.37,overcast clouds,10.2849,22.7882,
621,Jawhar,SO,73.99,clear sky,2.7809,45.5005,Hotel Shabelle
622,Haines Junction,CA,65.43,overcast clouds,60.7522,-137.5108,Parkside Inn
623,Labuan,MY,77.36,few clouds,5.2767,115.2417,Tiara Labuan Hotel
624,Oxford,GB,73.18,scattered clouds,51.7522,-1.256,Malmaison Oxford
625,Hun,LY,85.68,clear sky,29.1268,15.9477,Alrwasi Hotel
627,Patiya,BD,77.7,light rain,22.2931,91.9762,Sorry
629,Kiunga,PG,73.24,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
631,Bara,NG,75.36,overcast clouds,10.3744,10.7288,
632,Pokhara,NP,72.43,light rain,28.2333,83.9833,OYO 170 Hotel View Point
634,Abu Samrah,SY,78.01,clear sky,35.3029,37.1841,
635,Mitu,CO,80.28,scattered clouds,1.1983,-70.1733,
636,Catamarca,AR,72.77,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
637,Garlasco,IT,82.33,clear sky,45.1974,8.9238,I Diamanti Hotel
638,Palma Campania,IT,82.69,clear sky,40.8649,14.5487,The Hotel Orange Garden
639,Itaituba,BR,87.96,few clouds,-4.2761,-55.9836,Hotel Campos
640,Maceio,BR,78.24,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
641,Kaputa,ZM,71.58,clear sky,-8.4689,29.6619,Chelelwa Charlets
643,New Glasgow,CA,74.98,clear sky,45.5834,-62.6486,"Holiday Inn Express Stellarton-New Glasgow, an IHG Hotel"
644,Atambua,ID,69.87,broken clouds,-9.1061,124.8925,Kost Alfa Flat
645,Wajima,JP,82.38,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
648,Sola,VU,79.45,broken clouds,-13.8833,167.55,Leumerus Bungalows
650,Kamenka,RU,66.83,broken clouds,51.3223,42.7678,
652,Carnduff,CA,72.37,scattered clouds,49.1667,-101.8009,Western Star All Suites Hotel Carnduff
653,Sabha,LY,87.19,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
656,Dano,BF,78.21,light rain,11.15,-3.0667,Auberge Phenix32-Dano
657,Gazipur,BD,82.36,haze,23.9981,90.423,Murshida & Zakir's Nest
658,Khoy,IR,77.85,broken clouds,38.5504,44.9535,ترک سل
659,Awjilah,LY,82.9,clear sky,29.1081,21.2869,المنزل
660,Talalayivka,UA,64.56,broken clouds,50.9578,31.9209,Продукти У Кримського
661,Sur,OM,86.99,scattered clouds,22.5667,59.5289,Sur Plaza Hotel
665,Dwarka,IN,80.4,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
669,Nueva Gerona,CU,86.36,clear sky,21.8833,-82.8,Casa de la Alegria
670,Ibra,OM,83.93,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
671,Daru,PG,76.3,scattered clouds,-9.0763,143.2092,Daru Lodge
672,Omis,HR,78.73,clear sky,43.4447,16.6886,Hotel Villa Dvor
674,Ushtobe,KZ,67.69,few clouds,45.2514,77.9838,"Gostinitsa ""Diyar"""
676,Camapua,BR,81.16,clear sky,-19.5314,-54.0439,Comercial Estrela
677,Chernyshkovskiy,RU,74.57,clear sky,48.4219,42.2308,"The hotel ""Eugenia"""
678,Kontagora,NG,72.81,overcast clouds,10.3999,5.4695,Queens Guest Inn
